ID,Edad,Salario,Ciudad
5192,26.0,847.0,Loja
5193,39.0,2265.0,Quito
5194,30.0,624.0,Quito
5195,42.0,2313.0,Quito
5196,35.0,2904.0,Loja
5197,29.0,997.0,Cuenca
5198,57.0,1676.0,Cuenca
5199,34.0,552.0,Guayaquil
5200,32.0,648.0,Loja
5201,59.0,1002.0,Guayaquil
5202,32.0,1369.0,Guayaquil
5203,32.0,718.0,Guayaquil
5204,56.0,1800.0,Guayaquil
5205,30.0,2999.0,Guayaquil
5206,34.0,2630.0,Loja
5207,49.0,1237.0,Quito
5208,26.0,2951.0,Guayaquil
5209,57.0,789.0,Cuenca
5210,37.0,2967.0,Loja
5211,43.0,838.0,Guayaquil
5212,44.0,2193.0,Cuenca
5213,38.0,2368.0,Guayaquil
5214,35.0,1486.0,Quito
5215,30.0,1458.0,Loja
5216,33.0,1730.0,Quito
5217,26.0,1788.0,Cuenca
5218,29.0,2506.0,Guayaquil
5219,61.0,872.0,Quito
5220,55.0,2011.0,Quito
5221,36.0,1030.0,Guayaquil
5222,24.0,1423.0,Loja
5223,52.0,522.0,Cuenca
5224,35.0,2651.0,Loja
5225,33.0,740.0,Cuenca
5226,56.0,1504.0,Cuenca
5227,21.0,2396.0,Quito
5228,42.0,1665.0,Guayaquil
5229,49.0,1313.0,Loja
5230,57.0,1154.0,Quito
5231,30.0,1282.0,Quito
5232,62.0,2854.0,Quito
5233,34.0,507.0,Loja
5234,54.0,2214.0,Quito
5235,23.0,1074.0,Guayaquil
5236,36.0,1411.0,Quito
5237,30.0,1017.0,Quito
5238,43.0,2041.0,Cuenca
5239,31.0,982.0,Quito
5240,48.0,2754.0,Loja
5241,21.0,1078.0,Loja
5242,56.0,886.0,Guayaquil
5243,25.0,911.0,Loja
5244,42.0,2365.0,Loja
5245,30.0,1893.0,Quito
5246,49.0,1876.0,Guayaquil
5247,55.0,2467.0,Loja
5248,55.0,1859.0,Guayaquil
5249,45.0,1405.0,Guayaquil
5250,47.0,1812.0,Cuenca
5251,20.0,1462.0,Cuenca
5252,45.0,1464.0,Quito
5253,20.0,2687.0,Loja
5254,62.0,2476.0,Quito
5255,51.0,2847.0,Quito
5256,33.0,1536.0,Guayaquil
5257,39.0,1163.0,Guayaquil
5258,49.0,1324.0,Guayaquil
5259,55.0,2387.0,Quito
5260,25.0,2947.0,Loja
5261,25.0,1491.0,Quito
5262,23.0,1632.0,Quito
5263,31.0,2696.0,Quito
5264,49.0,2239.0,Cuenca
5265,52.0,2854.0,Cuenca
5266,27.0,1583.0,Loja
5267,20.0,934.0,Cuenca
5268,29.0,520.0,Quito
5269,48.0,2929.0,Cuenca
5270,46.0,2792.0,Cuenca
5271,22.0,2425.0,Quito
5272,42.0,1972.0,Loja
5273,58.0,1599.0,Cuenca
5274,48.0,889.0,Quito
5275,38.0,1854.0,Quito
5276,37.0,2806.0,Quito
5277,56.0,925.0,Guayaquil
5278,39.0,2225.0,Quito
5279,21.0,1529.0,Cuenca
5280,30.0,505.0,Cuenca
5281,62.0,690.0,Quito
5282,59.0,647.0,Guayaquil
5283,37.0,904.0,Guayaquil
5284,30.0,757.0,Guayaquil
5285,34.0,2637.0,Cuenca
5286,53.0,1323.0,Guayaquil
5287,50.0,509.0,Loja
5288,18.0,1610.0,Loja
5289,32.0,1337.0,Guayaquil
5290,30.0,1487.0,Loja
5291,34.0,1124.0,Quito
5292,41.0,529.0,Guayaquil
5293,25.0,2675.0,Guayaquil
5294,44.0,2968.0,Guayaquil
5295,62.0,1578.0,Quito
5296,40.0,2852.0,Quito
5297,63.0,1045.0,Guayaquil
5298,25.0,1628.0,Cuenca
5299,25.0,1695.0,Cuenca
5300,43.0,2022.0,Loja
5301,64.0,2569.0,Quito
5302,30.0,2938.0,Loja
5303,56.0,1116.0,Loja
5304,54.0,648.0,Guayaquil
5305,45.0,2311.0,Cuenca
5306,42.0,2846.0,Loja
5307,33.0,671.0,Guayaquil
5308,19.0,546.0,Quito
5309,35.0,1125.0,Loja
5310,34.0,2310.0,Cuenca
5311,47.0,2754.0,Quito
5312,56.0,952.0,Guayaquil
5313,30.0,1918.0,Quito
5314,49.0,1253.0,Loja
5315,46.0,1508.0,Quito
5316,63.0,1633.0,Quito
5317,47.0,1725.0,Quito
5318,35.0,667.0,Cuenca
5319,30.0,585.0,Loja
5320,60.0,2177.0,Guayaquil
5321,38.0,2482.0,Cuenca
5322,47.0,1348.0,Loja
5323,38.0,1986.0,Guayaquil
5324,34.0,941.0,Guayaquil
5325,57.0,770.0,Guayaquil
5326,36.0,2100.0,Loja
5327,32.0,843.0,Guayaquil
5328,26.0,1706.0,Guayaquil
5329,27.0,1757.0,Cuenca
5330,61.0,2791.0,Guayaquil
5331,48.0,2032.0,Quito
5332,40.0,766.0,Cuenca
5333,47.0,2153.0,Cuenca
5334,50.0,1392.0,Loja
5335,26.0,2748.0,Guayaquil
5336,64.0,738.0,Quito
5337,18.0,1414.0,Quito
5338,61.0,1938.0,Guayaquil
5339,52.0,1960.0,Guayaquil
5340,28.0,2793.0,Loja
5341,51.0,2381.0,Quito
5342,33.0,2699.0,Cuenca
5343,26.0,1915.0,Loja
5344,49.0,2758.0,Loja
5345,32.0,866.0,Cuenca
5346,29.0,2093.0,Loja
5347,50.0,585.0,Guayaquil
5348,62.0,2236.0,Cuenca
5349,31.0,2157.0,Cuenca
5350,25.0,2541.0,Quito
5351,25.0,2993.0,Cuenca
5352,44.0,1119.0,Loja
5353,29.0,2851.0,Quito
5354,18.0,631.0,Loja
5355,60.0,1403.0,Guayaquil
5356,57.0,1487.0,Guayaquil
5357,59.0,1721.0,Quito
5358,28.0,2594.0,Quito
5359,56.0,2263.0,Loja
5360,60.0,1726.0,Guayaquil
5361,48.0,1784.0,Quito
5362,34.0,1189.0,Guayaquil
5363,50.0,1547.0,Guayaquil
5364,49.0,1186.0,Guayaquil
5365,46.0,1285.0,Loja
5366,38.0,839.0,Loja
5367,38.0,911.0,Guayaquil
5368,57.0,2496.0,Guayaquil
5369,40.0,785.0,Guayaquil
5370,23.0,1609.0,Cuenca
5371,39.0,1349.0,Cuenca
5372,55.0,929.0,Loja
5373,54.0,2104.0,Guayaquil
5374,62.0,530.0,Cuenca
5375,25.0,1102.0,Quito
5376,58.0,939.0,Quito
5377,52.0,1484.0,Guayaquil
5378,28.0,1872.0,Cuenca
5379,41.0,2418.0,Quito
5380,38.0,911.0,Loja
5381,19.0,1027.0,Quito
5382,57.0,809.0,Loja
5383,36.0,2311.0,Quito
5384,56.0,1861.0,Quito
5385,45.0,2538.0,Cuenca
5386,34.0,2984.0,Quito
5387,23.0,1203.0,Quito
5388,36.0,1162.0,Loja
5389,55.0,864.0,Loja
5390,45.0,1422.0,Quito
5391,19.0,2660.0,Guayaquil
5392,55.0,675.0,Quito
5393,54.0,1672.0,Quito
5394,21.0,1701.0,Cuenca
5395,39.0,1435.0,Quito
5396,43.0,881.0,Quito
5397,60.0,1782.0,Loja
5398,53.0,1712.0,Loja
5399,30.0,805.0,Loja
5400,49.0,1901.0,Loja
5401,34.0,1101.0,Quito
5402,58.0,2890.0,Guayaquil
5403,53.0,2703.0,Cuenca
5404,63.0,1211.0,Cuenca
5405,36.0,1965.0,Guayaquil
5406,52.0,902.0,Guayaquil
5407,63.0,1113.0,Cuenca
5408,57.0,2301.0,Quito
5409,45.0,676.0,Cuenca
5410,18.0,948.0,Guayaquil
5411,59.0,1242.0,Quito
5412,35.0,2064.0,Cuenca
5413,57.0,2478.0,Quito
5414,50.0,2848.0,Quito
5415,29.0,806.0,Guayaquil
5416,25.0,1250.0,Loja
5417,41.0,1368.0,Cuenca
5418,33.0,713.0,Guayaquil
5419,21.0,2117.0,Cuenca
5420,55.0,2163.0,Loja
5421,61.0,2097.0,Loja
5422,44.0,2680.0,Loja
5423,26.0,2172.0,Loja
5424,64.0,1011.0,Cuenca
5425,33.0,2758.0,Quito
5426,29.0,1486.0,Quito
5427,48.0,752.0,Loja
5428,41.0,537.0,Loja
5429,31.0,1128.0,Quito
5430,62.0,1486.0,Guayaquil
5431,42.0,2225.0,Loja
5432,51.0,2593.0,Quito
5433,20.0,1977.0,Guayaquil
5434,41.0,2201.0,Quito
5435,59.0,804.0,Guayaquil
5436,26.0,2238.0,Cuenca
5437,43.0,2780.0,Guayaquil
5438,37.0,744.0,Loja
5439,57.0,2244.0,Guayaquil
5440,27.0,2705.0,Guayaquil
5441,36.0,1524.0,Loja
5442,20.0,716.0,Cuenca
5443,41.0,1006.0,Guayaquil
5444,22.0,1260.0,Cuenca
5445,20.0,1553.0,Quito
5446,44.0,2404.0,Quito
5447,33.0,774.0,Loja
5448,32.0,991.0,Cuenca
5449,52.0,1326.0,Loja
5450,29.0,1450.0,Loja
5451,58.0,1678.0,Guayaquil
5452,61.0,1600.0,Quito
5453,43.0,2136.0,Loja
5454,64.0,1955.0,Guayaquil
5455,51.0,538.0,Guayaquil
5456,40.0,2786.0,Cuenca
5457,48.0,2669.0,Quito
5458,37.0,643.0,Cuenca
5459,29.0,2915.0,Cuenca
5460,40.0,1258.0,Loja
5461,21.0,746.0,Cuenca
5462,40.0,1264.0,Loja
5463,18.0,2922.0,Cuenca
5464,42.0,1814.0,Guayaquil
5465,19.0,706.0,Quito
5466,47.0,2518.0,Quito
5467,20.0,2789.0,Quito
5468,38.0,2849.0,Guayaquil
5469,42.0,1817.0,Guayaquil
5470,37.0,1200.0,Cuenca
5471,39.0,787.0,Cuenca
5472,38.0,2701.0,Cuenca
5473,50.0,2093.0,Cuenca
5474,55.0,2970.0,Quito
5475,32.0,1349.0,Cuenca
5476,63.0,549.0,Guayaquil
5477,32.0,1730.0,Guayaquil
5478,63.0,2760.0,Guayaquil
5479,42.0,2408.0,Loja
5480,38.0,2186.0,Loja
5481,41.0,2240.0,Loja
5482,22.0,1843.0,Cuenca
5483,23.0,2290.0,Quito
5484,60.0,2460.0,Quito
5485,61.0,1588.0,Cuenca
5486,64.0,1655.0,Cuenca
5487,40.0,2881.0,Loja
5488,21.0,531.0,Guayaquil
5489,44.0,1367.0,Guayaquil
5490,35.0,1766.0,Loja
5491,38.0,1715.0,Loja
5492,45.0,1665.0,Quito
5493,52.0,2183.0,Loja
5494,39.0,1100.0,Guayaquil
5495,57.0,2525.0,Guayaquil
5496,40.0,2084.0,Cuenca
5497,20.0,1487.0,Quito
5498,57.0,1714.0,Cuenca
5499,27.0,2465.0,Quito
5500,42.0,1939.0,Cuenca
5501,25.0,1019.0,Quito
5502,28.0,2258.0,Loja
5503,22.0,1368.0,Guayaquil
5504,62.0,2563.0,Loja
5505,54.0,2331.0,Quito
5506,62.0,1629.0,Quito
5507,55.0,782.0,Cuenca
5508,46.0,860.0,Quito
5509,22.0,1558.0,Loja
5510,26.0,2660.0,Quito
5511,19.0,2855.0,Quito
5512,18.0,2434.0,Cuenca
5513,57.0,1458.0,Quito
5514,47.0,1576.0,Cuenca
5515,28.0,1604.0,Guayaquil
5516,45.0,2139.0,Cuenca
5517,61.0,1892.0,Quito
5518,29.0,2789.0,Guayaquil
5519,56.0,530.0,Quito
5520,43.0,1203.0,Cuenca
5521,30.0,1368.0,Loja
5522,25.0,1884.0,Guayaquil
5523,45.0,732.0,Loja
5524,47.0,1557.0,Loja
5525,26.0,1766.0,Guayaquil
5526,56.0,1450.0,Loja
5527,48.0,558.0,Loja
5528,38.0,801.0,Loja
5529,64.0,2545.0,Loja
5530,51.0,2659.0,Guayaquil
5531,48.0,2423.0,Quito
5532,42.0,816.0,Loja
5533,29.0,2388.0,Guayaquil
5534,18.0,1668.0,Guayaquil
5535,39.0,1189.0,Guayaquil
5536,57.0,2381.0,Guayaquil
5537,54.0,2453.0,Cuenca
5538,64.0,517.0,Quito
5539,18.0,1678.0,Quito
5540,18.0,2029.0,Loja
5541,59.0,1277.0,Guayaquil
5542,59.0,859.0,Cuenca
5543,38.0,831.0,Guayaquil
5544,32.0,2441.0,Loja
5545,34.0,1027.0,Quito
5546,39.0,2559.0,Loja
5547,55.0,1598.0,Loja
5548,52.0,711.0,Loja
5549,62.0,2214.0,Loja
5550,33.0,2830.0,Loja
5551,25.0,1553.0,Loja
5552,64.0,1532.0,Loja
5553,34.0,1832.0,Quito
5554,34.0,1833.0,Quito
5555,43.0,2973.0,Guayaquil
5556,30.0,2340.0,Guayaquil
5557,34.0,2295.0,Cuenca
5558,55.0,2227.0,Cuenca
5559,34.0,1090.0,Quito
5560,31.0,2214.0,Quito
5561,62.0,2638.0,Cuenca
5562,23.0,955.0,Quito
5563,52.0,943.0,Cuenca
5564,63.0,578.0,Guayaquil
5565,31.0,1998.0,Quito
5566,64.0,1426.0,Quito
5567,25.0,2650.0,Cuenca
5568,32.0,1122.0,Loja
5569,44.0,1979.0,Loja
5570,30.0,733.0,Guayaquil
5571,48.0,2117.0,Quito
5572,52.0,2530.0,Quito
5573,23.0,886.0,Cuenca
5574,22.0,2134.0,Loja
5575,39.0,537.0,Loja
5576,40.0,1684.0,Guayaquil
5577,42.0,1985.0,Loja
5578,51.0,2467.0,Loja
5579,43.0,1972.0,Loja
5580,64.0,740.0,Cuenca
5581,22.0,1549.0,Loja
5582,43.0,2171.0,Guayaquil
5583,37.0,1061.0,Loja
5584,23.0,2499.0,Guayaquil
5585,23.0,1305.0,Cuenca
5586,35.0,2429.0,Cuenca
5587,21.0,2845.0,Guayaquil
5588,34.0,1304.0,Cuenca
5589,31.0,2701.0,Quito
5590,31.0,2175.0,Quito
5591,30.0,2596.0,Quito
5592,24.0,2177.0,Quito
5593,61.0,545.0,Quito
5594,32.0,2151.0,Cuenca
5595,36.0,581.0,Guayaquil
5596,60.0,2820.0,Cuenca
5597,64.0,2941.0,Loja
5598,61.0,2309.0,Quito
5599,52.0,1289.0,Quito
5600,34.0,1094.0,Cuenca
5601,52.0,2605.0,Loja
5602,36.0,500.0,Cuenca
5603,37.0,2763.0,Guayaquil
5604,53.0,1996.0,Quito
5605,52.0,1265.0,Cuenca
5606,49.0,1170.0,Guayaquil
5607,61.0,2101.0,Quito
5608,57.0,1414.0,Quito
5609,41.0,2344.0,Quito
5610,34.0,2495.0,Loja
5611,24.0,594.0,Cuenca
5612,60.0,992.0,Quito
5613,18.0,649.0,Quito
5614,52.0,1546.0,Guayaquil
5615,49.0,1738.0,Cuenca
5616,53.0,898.0,Guayaquil
5617,30.0,2957.0,Cuenca
5618,23.0,2678.0,Quito
5619,31.0,1354.0,Loja
5620,54.0,2695.0,Guayaquil
5621,32.0,880.0,Loja
5622,64.0,1051.0,Loja
5623,21.0,794.0,Loja
5624,57.0,1643.0,Cuenca
5625,33.0,955.0,Cuenca
5626,45.0,2053.0,Loja
5627,33.0,668.0,Quito
5628,21.0,1209.0,Quito
5629,62.0,2446.0,Loja
5630,43.0,2519.0,Guayaquil
5631,45.0,2584.0,Guayaquil
5632,49.0,2221.0,Cuenca
5633,62.0,1784.0,Guayaquil
5634,19.0,2778.0,Quito
5635,48.0,753.0,Loja
5636,20.0,2876.0,Guayaquil
5637,25.0,1820.0,Loja
5638,41.0,2557.0,Guayaquil
5639,32.0,2993.0,Cuenca
5640,60.0,2625.0,Quito
5641,48.0,2740.0,Cuenca
5642,26.0,900.0,Loja
5643,56.0,2656.0,Quito
5644,62.0,2446.0,Quito
5645,19.0,2810.0,Cuenca
5646,25.0,2876.0,Guayaquil
5647,24.0,862.0,Cuenca
5648,61.0,2806.0,Loja
5649,56.0,1858.0,Guayaquil
5650,59.0,584.0,Cuenca
5651,33.0,2045.0,Cuenca
5652,52.0,2324.0,Guayaquil
5653,47.0,807.0,Guayaquil
5654,27.0,761.0,Guayaquil
5655,55.0,2421.0,Cuenca
5656,35.0,1130.0,Guayaquil
5657,22.0,1179.0,Guayaquil
5658,46.0,1364.0,Guayaquil
5659,56.0,2871.0,Quito
5660,51.0,2225.0,Loja
5661,60.0,2351.0,Guayaquil
5662,62.0,1226.0,Loja
5663,40.0,1760.0,Guayaquil
5664,22.0,2148.0,Guayaquil
5665,47.0,716.0,Quito
5666,23.0,1769.0,Quito
5667,63.0,947.0,Guayaquil
5668,61.0,818.0,Guayaquil
5669,21.0,2409.0,Guayaquil
5670,46.0,2584.0,Loja
5671,40.0,1557.0,Guayaquil
5672,23.0,538.0,Loja
5673,49.0,2102.0,Quito
5674,59.0,2756.0,Loja
5675,35.0,1329.0,Guayaquil
5676,32.0,1355.0,Quito
5677,57.0,2358.0,Cuenca
5678,49.0,1602.0,Quito
5679,26.0,2000.0,Cuenca
5680,54.0,2981.0,Loja
5681,27.0,2320.0,Quito
5682,37.0,1341.0,Quito
5683,23.0,2579.0,Quito
5684,20.0,2940.0,Loja
5685,59.0,1755.0,Guayaquil
5686,28.0,2739.0,Loja
5687,60.0,2439.0,Quito
5688,34.0,769.0,Guayaquil
5689,49.0,2624.0,Quito
5690,21.0,1234.0,Quito
5691,21.0,1383.0,Cuenca
5692,34.0,2831.0,Quito
5693,58.0,1612.0,Loja
5694,36.0,1148.0,Loja
5695,22.0,1679.0,Loja
5696,49.0,2797.0,Guayaquil
5697,39.0,2642.0,Cuenca
5698,23.0,516.0,Cuenca
5699,52.0,616.0,Quito
5700,39.0,1482.0,Quito
5701,18.0,2880.0,Cuenca
5702,37.0,2346.0,Guayaquil
5703,39.0,2045.0,Loja
5704,28.0,2663.0,Quito
5705,30.0,1462.0,Cuenca
5706,59.0,1776.0,Guayaquil
5707,20.0,1346.0,Loja
5708,26.0,2863.0,Quito
5709,29.0,871.0,Loja
5710,40.0,2106.0,Loja
5711,31.0,655.0,Cuenca
5712,50.0,964.0,Cuenca
5713,35.0,1282.0,Loja
5714,58.0,1303.0,Loja
5715,26.0,719.0,Quito
5716,40.0,2562.0,Guayaquil
5717,27.0,2273.0,Guayaquil
5718,36.0,616.0,Loja
5719,64.0,2878.0,Cuenca
5720,22.0,2603.0,Guayaquil
5721,64.0,1874.0,Loja
5722,40.0,2518.0,Cuenca
5723,47.0,807.0,Quito
5724,42.0,721.0,Guayaquil
5725,45.0,1696.0,Quito
5726,51.0,1296.0,Cuenca
5727,62.0,2029.0,Loja
5728,64.0,650.0,Quito
5729,42.0,2220.0,Loja
5730,27.0,2056.0,Guayaquil
5731,31.0,611.0,Quito
5732,59.0,1182.0,Guayaquil
5733,63.0,1661.0,Guayaquil
5734,47.0,2879.0,Guayaquil
5735,58.0,2065.0,Guayaquil
5736,42.0,1392.0,Guayaquil
5737,31.0,1830.0,Cuenca
5738,52.0,660.0,Quito
5739,51.0,1925.0,Loja
5740,27.0,777.0,Loja
5741,52.0,2056.0,Cuenca
5742,28.0,996.0,Loja
5743,28.0,1895.0,Loja
5744,38.0,2415.0,Loja
5745,38.0,1154.0,Quito
5746,39.0,802.0,Loja
5747,62.0,937.0,Quito
5748,24.0,685.0,Loja
5749,34.0,2089.0,Loja
5750,19.0,1172.0,Quito
5751,29.0,1773.0,Cuenca
5752,59.0,1500.0,Loja
5753,35.0,2826.0,Guayaquil
5754,28.0,1182.0,Guayaquil
5755,33.0,2218.0,Cuenca
5756,35.0,1424.0,Guayaquil
5757,52.0,2927.0,Quito
5758,43.0,1498.0,Loja
5759,33.0,784.0,Loja
5760,23.0,920.0,Loja
5761,61.0,2660.0,Loja
5762,60.0,2775.0,Guayaquil
5763,64.0,1994.0,Guayaquil
5764,64.0,1027.0,Guayaquil
5765,59.0,530.0,Quito
5766,29.0,661.0,Guayaquil
5767,30.0,2341.0,Guayaquil
5768,21.0,1204.0,Loja
5769,56.0,1221.0,Guayaquil
5770,19.0,1901.0,Cuenca
5771,43.0,945.0,Cuenca
5772,44.0,926.0,Loja
5773,44.0,2050.0,Guayaquil
5774,32.0,2467.0,Cuenca
5775,25.0,1220.0,Cuenca
5776,24.0,2301.0,Quito
5777,64.0,2464.0,Loja
5778,63.0,1557.0,Cuenca
5779,57.0,2544.0,Cuenca
5780,29.0,1235.0,Loja
5781,30.0,1257.0,Guayaquil
5782,60.0,2295.0,Loja
5783,34.0,2143.0,Quito
5784,34.0,1253.0,Quito
5785,53.0,523.0,Quito
5786,38.0,1739.0,Cuenca
5787,25.0,554.0,Guayaquil
5788,22.0,1804.0,Quito
5789,43.0,2874.0,Loja
5790,33.0,1469.0,Quito
5791,53.0,2733.0,Cuenca
5792,45.0,933.0,Quito
5793,46.0,707.0,Guayaquil
5794,64.0,632.0,Quito
5795,29.0,1862.0,Guayaquil
5796,54.0,1719.0,Guayaquil
5797,47.0,1785.0,Loja
5798,40.0,1805.0,Guayaquil
5799,33.0,868.0,Cuenca
5800,31.0,1706.0,Cuenca
5801,27.0,2970.0,Guayaquil
5802,24.0,2791.0,Guayaquil
5803,62.0,1281.0,Quito
5804,54.0,1066.0,Quito
5805,46.0,1026.0,Loja
5806,20.0,536.0,Quito
5807,32.0,677.0,Cuenca
5808,53.0,1138.0,Quito
5809,64.0,571.0,Loja
5810,63.0,2899.0,Loja
5811,36.0,1672.0,Guayaquil
5812,30.0,2220.0,Loja
5813,59.0,604.0,Guayaquil
5814,38.0,2182.0,Cuenca
5815,54.0,720.0,Cuenca
5816,44.0,2349.0,Quito
5817,46.0,1362.0,Loja
5818,37.0,798.0,Cuenca
5819,42.0,541.0,Guayaquil
5820,23.0,1270.0,Loja
5821,53.0,1962.0,Loja
5822,19.0,2632.0,Guayaquil
5823,39.0,2209.0,Loja
5824,49.0,1490.0,Loja
5825,33.0,1210.0,Cuenca
5826,35.0,708.0,Guayaquil
5827,22.0,1771.0,Cuenca
5828,53.0,1734.0,Guayaquil
5829,47.0,538.0,Quito
5830,62.0,1775.0,Loja
5831,36.0,2326.0,Loja
5832,40.0,1261.0,Cuenca
5833,51.0,1936.0,Loja
5834,30.0,1969.0,Loja
5835,60.0,2599.0,Cuenca
5836,46.0,873.0,Cuenca
5837,53.0,1430.0,Guayaquil
5838,39.0,655.0,Quito
5839,64.0,2065.0,Cuenca
5840,53.0,1613.0,Guayaquil
5841,26.0,2898.0,Cuenca
5842,56.0,2616.0,Guayaquil
5843,36.0,1765.0,Quito
5844,55.0,1153.0,Guayaquil
5845,23.0,562.0,Guayaquil
5846,64.0,1008.0,Loja
5847,32.0,2839.0,Cuenca
5848,37.0,2187.0,Guayaquil
5849,26.0,1947.0,Cuenca
5850,49.0,2192.0,Guayaquil
5851,21.0,1888.0,Loja
5852,35.0,2697.0,Loja
5853,22.0,1794.0,Quito
5854,37.0,2104.0,Guayaquil
5855,40.0,1639.0,Loja
5856,28.0,1203.0,Cuenca
5857,54.0,1015.0,Guayaquil
5858,39.0,2437.0,Guayaquil
5859,21.0,2333.0,Quito
5860,46.0,1764.0,Cuenca
5861,61.0,529.0,Quito
5862,51.0,825.0,Guayaquil
5863,30.0,515.0,Quito
5864,59.0,610.0,Guayaquil
5865,26.0,606.0,Guayaquil
5866,59.0,2926.0,Quito
5867,48.0,2709.0,Quito
5868,24.0,782.0,Guayaquil
5869,21.0,768.0,Quito
5870,36.0,1720.0,Quito
5871,59.0,1766.0,Guayaquil
5872,47.0,1097.0,Cuenca
5873,48.0,1298.0,Quito
5874,52.0,1782.0,Quito
5875,38.0,1672.0,Loja
5876,48.0,2390.0,Cuenca
5877,36.0,2937.0,Quito
5878,48.0,2511.0,Guayaquil
5879,49.0,2963.0,Loja
5880,19.0,925.0,Loja
5881,27.0,2225.0,Loja
5882,19.0,2633.0,Quito
5883,19.0,1739.0,Guayaquil
5884,41.0,2970.0,Loja
5885,34.0,617.0,Cuenca
5886,49.0,2962.0,Loja
5887,33.0,1098.0,Loja
5888,33.0,2587.0,Cuenca
5889,63.0,1684.0,Loja
5890,56.0,2967.0,Loja
5891,48.0,1163.0,Cuenca
5892,60.0,2642.0,Quito
5893,41.0,2081.0,Cuenca
5894,18.0,1149.0,Quito
5895,28.0,1989.0,Quito
5896,38.0,787.0,Quito
5897,21.0,2199.0,Cuenca
5898,24.0,911.0,Cuenca
5899,43.0,2947.0,Quito
5900,64.0,1541.0,Cuenca
5901,29.0,635.0,Quito
5902,48.0,2525.0,Cuenca
5903,34.0,1258.0,Guayaquil
5904,50.0,1771.0,Cuenca
5905,28.0,1524.0,Cuenca
5906,45.0,880.0,Cuenca
5907,49.0,2028.0,Quito
5908,18.0,1305.0,Quito
5909,64.0,975.0,Guayaquil
5910,45.0,1453.0,Guayaquil
5911,59.0,1348.0,Loja
5912,24.0,1396.0,Guayaquil
5913,19.0,531.0,Quito
5914,59.0,2427.0,Guayaquil
5915,41.0,2665.0,Guayaquil
5916,21.0,690.0,Cuenca
5917,61.0,2270.0,Guayaquil
5918,36.0,2273.0,Loja
5919,43.0,2621.0,Cuenca
5920,28.0,1122.0,Quito
5921,57.0,1626.0,Loja
5922,60.0,1085.0,Quito
5923,28.0,2967.0,Loja
5924,62.0,972.0,Cuenca
5925,20.0,2287.0,Loja
5926,29.0,613.0,Loja
5927,20.0,1902.0,Guayaquil
5928,59.0,1836.0,Quito
5929,44.0,2877.0,Cuenca
5930,19.0,838.0,Loja
5931,33.0,2785.0,Quito
5932,19.0,1696.0,Quito
5933,47.0,578.0,Guayaquil
5934,37.0,963.0,Quito
5935,55.0,2421.0,Cuenca
5936,45.0,2487.0,Guayaquil
5937,42.0,1061.0,Loja
5938,49.0,784.0,Cuenca
5939,27.0,722.0,Cuenca
5940,59.0,1789.0,Cuenca
5941,57.0,2190.0,Guayaquil
5942,50.0,2920.0,Quito
5943,30.0,1756.0,Cuenca
5944,58.0,1327.0,Quito
5945,59.0,2783.0,Quito
5946,64.0,1327.0,Cuenca
5947,54.0,2460.0,Quito
5948,33.0,2465.0,Guayaquil
5949,62.0,2927.0,Guayaquil
5950,39.0,1113.0,Loja
5951,37.0,1062.0,Quito
5952,60.0,2967.0,Quito
5953,44.0,2599.0,Loja
5954,58.0,2244.0,Guayaquil
5955,33.0,2305.0,Loja
5956,51.0,2468.0,Loja
5957,49.0,2752.0,Loja
5958,43.0,1230.0,Quito
5959,42.0,756.0,Quito
5960,19.0,684.0,Quito
5961,29.0,2692.0,Quito
5962,57.0,2531.0,Cuenca
5963,26.0,2213.0,Loja
5964,29.0,745.0,Loja
5965,43.0,2734.0,Quito
5966,26.0,1365.0,Guayaquil
5967,27.0,2587.0,Cuenca
5968,49.0,1100.0,Cuenca
5969,51.0,1461.0,Guayaquil
5970,37.0,1941.0,Quito
5971,56.0,2556.0,Cuenca
5972,19.0,2897.0,Cuenca
5973,18.0,2631.0,Loja
5974,53.0,1032.0,Loja
5975,41.0,1488.0,Quito
5976,44.0,2542.0,Quito
5977,19.0,857.0,Loja
5978,48.0,877.0,Loja
5979,31.0,2719.0,Loja
5980,19.0,1548.0,Guayaquil
5981,46.0,892.0,Cuenca
5982,32.0,1626.0,Quito
5983,29.0,1201.0,Quito
5984,54.0,1933.0,Guayaquil
5985,45.0,1283.0,Loja
5986,37.0,2328.0,Cuenca
5987,56.0,2879.0,Loja
5988,41.0,1482.0,Quito
5989,38.0,1542.0,Guayaquil
5990,27.0,1671.0,Cuenca
5991,63.0,2830.0,Cuenca
5992,31.0,1361.0,Cuenca
5993,54.0,2376.0,Cuenca
5994,35.0,2335.0,Guayaquil
5995,41.0,2198.0,Quito
5996,31.0,612.0,Cuenca
5997,51.0,2185.0,Cuenca
5998,29.0,2122.0,Quito
5999,39.0,1922.0,Loja
6000,23.0,1361.0,Cuenca
6001,53.0,2432.0,Cuenca
6002,62.0,1007.0,Loja
6003,53.0,2167.0,Quito
6004,39.0,965.0,Quito
6005,31.0,1621.0,Cuenca
6006,33.0,789.0,Quito
6007,53.0,2262.0,Loja
6008,42.0,2709.0,Guayaquil
6009,49.0,2366.0,Loja
6010,50.0,1216.0,Loja
6011,62.0,1900.0,Guayaquil
6012,53.0,1066.0,Loja
6013,37.0,1973.0,Cuenca
6014,35.0,1493.0,Cuenca
